UserId,Gender,Age,Occupation,ZipCode
3959,F,45,academic/educator,03768
3960,F,35,sales/marketing,55014
3961,M,25,academic/educator,45230
3962,F,56,other,98115
3963,M,50,writer,30030
3964,M,56,self-employed,66502
3965,M,18,lawyer,65202
3966,M,25,other,30096
3967,F,18,artist,13603
3968,M,25,artist,02903
3969,M,56,executive/managerial,12345
3970,F,25,artist,02903
3971,F,18,college/grad student,80228
3972,F,25,doctor/health care,23229
3973,M,25,executive/managerial,60614
3974,M,35,other,30741
3975,F,25,customer service,43229
3976,F,25,other,44107
3977,M,35,sales/marketing,22180
3978,M,35,retired,78252
3979,F,50,homemaker,59072
3980,M,25,college/grad student,66762
3981,F,45,other,97701
3982,M,56,retired,95929
3983,M,25,other,30606
3984,M,25,executive/managerial,75089
3985,M,45,self-employed,01880
3986,M,25,executive/managerial,33324
3987,F,18,college/grad student,01742
3988,F,25,sales/marketing,60647
3989,M,50,programmer,30030
3990,M,25,self-employed,17350
3991,M,25,executive/managerial,33309
3992,M,25,college/grad student,32653
3993,M,25,other,22015
3994,M,50,executive/managerial,43081
3995,M,35,technician/engineer,22810
3996,M,18,sales/marketing,32825
3997,M,35,technician/engineer,45255
3998,M,45,other,74354
3999,M,35,technician/engineer,30701
4000,M,35,executive/managerial,08876
4001,F,25,academic/educator,01860
4002,M,45,self-employed,20880
4003,M,56,retired,46143
4004,M,50,other,21050
4005,M,35,executive/managerial,12110
4006,M,1,executive/managerial,48038
4007,M,35,programmer,88005
4008,M,18,academic/educator,92802
4009,M,18,executive/managerial,44039
4010,M,25,sales/marketing,94533
4011,M,25,technician/engineer,85210
4012,M,18,college/grad student,49503-1313
4013,M,25,academic/educator,77803
4014,M,25,other,48316-5601
4015,F,45,clerical/admin,75605
4016,M,50,other,33901
4017,M,25,sales/marketing,17972
4018,F,45,writer,75214
4019,M,35,technician/engineer,54601
4020,M,25,doctor/health care,77034
4021,M,50,writer,95236
4022,M,35,sales/marketing,53403
4023,F,35,homemaker,32404
4024,M,25,customer service,45011
4025,F,56,doctor/health care,77018
4026,M,25,executive/managerial,68164
4027,F,25,executive/managerial,12533
4028,M,25,college/grad student,02140
4029,F,56,clerical/admin,21114
4030,M,35,executive/managerial,89128
4031,M,25,other,42445
4032,M,25,programmer,56301
4033,M,25,doctor/health care,43551
4034,M,25,other,21113
4035,M,18,college/grad student,45251
4036,M,25,academic/educator,46530
4037,M,50,self-employed,80206
4038,M,50,doctor/health care,11510-2001
4039,M,25,self-employed,97401
4040,M,25,writer,75006
4041,M,18,clerical/admin,48005
4042,M,35,scientist,94002
4043,F,25,scientist,94002
4044,F,35,clerical/admin,95826
4045,M,56,retired,40511
4046,M,45,technician/engineer,53545
4047,M,18,college/grad student,30606
4048,F,35,academic/educator,89431
4049,M,45,lawyer,33133
4050,M,35,doctor/health care,60061
4051,M,18,sales/marketing,01604
4052,M,25,artist,43551
4053,M,25,tradesman/craftsman,36264
4054,M,35,clerical/admin,68122
4055,M,50,other,98826
4056,M,1,K-12 student,28270
4057,M,35,doctor/health care,18249
4058,M,25,doctor/health care,73118
4059,M,25,sales/marketing,80232
4060,M,25,tradesman/craftsman,55412
4061,M,50,doctor/health care,32726
4062,M,25,executive/managerial,60559
4063,F,35,academic/educator,29070
4064,M,45,other,20851
4065,F,45,customer service,48341
4066,M,25,other,19010
4067,M,45,writer,91607
4068,M,56,clerical/admin,89185
4069,M,35,scientist,19406
4070,M,25,scientist,93107
4071,M,25,technician/engineer,33823
4072,M,50,doctor/health care,93111
4073,M,25,doctor/health care,70003
4074,M,35,doctor/health care,78746
4075,M,25,self-employed,47901
4076,M,25,technician/engineer,55344
4077,F,35,artist,22030
4078,M,25,scientist,28226
4079,M,35,technician/engineer,26505
4080,M,35,academic/educator,48912
4081,M,18,programmer,19403
4082,M,25,writer,79912
4083,M,56,sales/marketing,92630
4084,M,56,retired,14215
4085,F,25,doctor/health care,79416
4086,F,1,K-12 student,55391
4087,M,1,college/grad student,63376
4088,M,25,clerical/admin,77057
4089,M,25,executive/managerial,79416
4090,M,56,doctor/health care,77379
4091,M,25,technician/engineer,55410
4092,F,25,other,19063
4093,M,25,college/grad student,70806
4094,M,25,technician/engineer,49017
4095,M,25,other,10013
4096,M,25,scientist,60004
4097,M,25,executive/managerial,63366
4098,M,35,executive/managerial,53150
4099,M,35,technician/engineer,94954
4100,M,56,doctor/health care,77096
4101,M,18,college/grad student,23233
4102,M,1,K-12 student,48655
4103,M,18,self-employed,11211
4104,M,18,self-employed,42141
4105,M,50,executive/managerial,34243
4106,M,25,self-employed,95437
4107,F,25,other,23221
4108,M,35,technician/engineer,77536
4109,M,35,clerical/admin,97202
4110,F,45,executive/managerial,41722
4111,M,25,scientist,32603
4112,M,45,tradesman/craftsman,47129
4113,M,35,technician/engineer,58503
4114,M,35,sales/marketing,48187
4115,M,25,scientist,99353
4116,M,35,executive/managerial,07040
4117,M,18,college/grad student,43551
4118,M,25,clerical/admin,91221
4119,M,50,academic/educator,39401
4120,M,25,self-employed,71118
4121,M,45,executive/managerial,08876
4122,M,18,unemployed,82070
4123,F,25,college/grad student,46807
4124,M,25,tradesman/craftsman,62330-1408
4125,M,35,artist,13676
4126,M,25,technician/engineer,53188
4127,M,50,technician/engineer,16803
4128,M,35,doctor/health care,60025
4129,M,56,lawyer,12144
4130,M,35,doctor/health care,48439
4131,M,45,executive/managerial,97720
4132,M,25,technician/engineer,80112
4133,M,45,college/grad student,77009
4134,F,45,programmer,85283
4135,M,1,K-12 student,46321
4136,M,50,self-employed,60056
4137,M,25,executive/managerial,91941
4138,M,25,executive/managerial,91423
4139,M,56,sales/marketing,40207
4140,M,25,other,32112
4141,M,35,technician/engineer,95014
4142,M,56,executive/managerial,01040
4143,F,25,customer service,60441
4144,M,18,college/grad student,02451
4145,F,50,academic/educator,78681
4146,M,35,technician/engineer,44301
4147,F,50,executive/managerial,02889
4148,F,35,executive/managerial,55021
4149,M,35,academic/educator,32792
4150,M,25,other,29672
4151,M,45,writer,43201
4152,M,25,sales/marketing,74114
4153,M,50,technician/engineer,16801
4154,M,25,academic/educator,29440
4155,M,50,technician/engineer,85712
4156,M,56,writer,95123
4157,M,50,tradesman/craftsman,97321
4158,F,1,K-12 student,90039
4159,F,50,homemaker,01450
4160,M,35,writer,10027
4161,M,45,other,90404
4162,F,25,sales/marketing,23221
4163,M,56,executive/managerial,08901
4164,M,35,academic/educator,50677
4165,F,25,sales/marketing,94114
4166,F,25,executive/managerial,75240
4167,M,25,writer,22032
4168,F,45,doctor/health care,37766
4169,M,50,other,66048
4170,M,45,executive/managerial,53713
4171,M,56,self-employed,79705
4172,M,35,executive/managerial,19901
4173,F,18,lawyer,29063
4174,F,35,clerical/admin,20110
4175,M,35,other,66204
4176,M,45,executive/managerial,19008
4177,M,35,technician/engineer,90680
4178,F,50,self-employed,08033
4179,F,35,writer,94949
4180,M,56,retired,13502
4181,F,25,executive/managerial,33177
4182,M,25,tradesman/craftsman,80903
4183,M,25,academic/educator,91730
4184,M,50,executive/managerial,32114
4185,M,25,sales/marketing,90274
4186,M,25,executive/managerial,33308
4187,F,56,writer,63026
4188,M,50,executive/managerial,74137
4189,M,35,sales/marketing,91364
4190,M,45,technician/engineer,89108
4191,F,45,scientist,55446
4192,M,35,technician/engineer,77521
4193,M,56,retired,93907
4194,M,18,college/grad student,60637
4195,F,56,retired,95050
4196,M,35,sales/marketing,14221
4197,F,45,academic/educator,18042
4198,M,18,college/grad student,80631
4199,F,25,homemaker,32712
4200,M,45,executive/managerial,10543
4201,F,25,other,65550
4202,M,25,executive/managerial,21234
4203,M,25,tradesman/craftsman,58270
4204,M,35,executive/managerial,06905
4205,F,25,scientist,87801
4206,F,35,academic/educator,22947
4207,M,35,academic/educator,90731
4208,F,35,other,90403
4209,M,56,other,37363
4210,M,25,technician/engineer,85710
4211,M,45,customer service,77662
4212,M,56,tradesman/craftsman,56716
4213,M,35,executive/managerial,63125
4214,F,25,other,20121
4215,M,25,executive/managerial,77006
4216,M,25,technician/engineer,01752
4217,M,18,college/grad student,18042
4218,M,50,technician/engineer,23233
4219,M,35,technician/engineer,95125
4220,M,35,other,97225
4221,M,35,college/grad student,53818
4222,F,45,technician/engineer,55976
4223,F,35,technician/engineer,60148
4224,F,45,academic/educator,48198
4225,F,25,clerical/admin,48197
4226,F,35,doctor/health care,76021
4227,M,25,unemployed,11414-2520
4228,M,50,tradesman/craftsman,20706
4229,M,35,technician/engineer,94010
4230,M,56,retired,34235
4231,F,50,tradesman/craftsman,20706
4232,F,35,writer,75287
4233,M,35,college/grad student,37917
4234,F,45,clerical/admin,48130
4235,M,50,artist,90029
4236,F,25,clerical/admin,07960
4237,M,25,sales/marketing,77450
4238,M,35,self-employed,44691
4239,M,50,executive/managerial,52402
4240,M,35,technician/engineer,55330
4241,M,35,executive/managerial,11767
4242,M,50,executive/managerial,78704
4243,M,56,executive/managerial,32137
4244,M,35,technician/engineer,48146
4245,M,50,programmer,44286
4246,F,35,executive/managerial,48034
4247,M,25,college/grad student,82601
4248,M,25,college/grad student,26508
4249,F,18,technician/engineer,65203
4250,F,50,other,33313
4251,M,45,executive/managerial,60139
4252,F,35,clerical/admin,28262
4253,M,45,lawyer,03301
4254,M,25,technician/engineer,38654
4255,M,50,programmer,13041
4256,F,1,artist,78945
4257,M,50,self-employed,38122
4258,M,25,technician/engineer,19711
4259,M,35,technician/engineer,45380
4260,M,25,self-employed,59079
4261,F,35,doctor/health care,07950
4262,F,35,doctor/health care,06512
4263,M,25,executive/managerial,40205
4264,M,45,academic/educator,60102
4265,M,25,programmer,03060
4266,M,56,retired,78681
4267,M,35,executive/managerial,02171
4268,F,45,writer,04046
4269,M,35,tradesman/craftsman,27603
4270,M,45,executive/managerial,13211
4271,M,35,executive/managerial,83405
4272,M,45,technician/engineer,37923
4273,M,45,retired,30030
4274,F,45,academic/educator,04258
4275,F,45,self-employed,14468
4276,F,45,other,96821
4277,M,35,self-employed,98133
4278,F,45,executive/managerial,09094
4279,M,25,self-employed,43215
4280,M,35,technician/engineer,27587
4281,M,56,retired,92120
4282,M,35,other,15801
4283,F,25,homemaker,98632
4284,M,50,executive/managerial,40601
4285,M,35,other,62704
4286,M,35,technician/engineer,11554
4287,M,25,executive/managerial,35244
4288,F,25,homemaker,46580
4289,M,35,sales/marketing,32068
4290,M,25,technician/engineer,98661
4291,M,35,sales/marketing,98125
4292,M,25,other,98178
4293,F,45,homemaker,55391
4294,M,1,K-12 student,75633
4295,M,18,tradesman/craftsman,90605
4296,M,56,doctor/health care,33030
4297,M,45,scientist,55391
4298,F,18,sales/marketing,85705
4299,F,25,artist,43617
4300,F,18,college/grad student,98125
4301,M,35,lawyer,38135
4302,M,50,academic/educator,45385
4303,M,25,artist,91910
4304,M,18,other,46250
4305,F,45,technician/engineer,27616
4306,M,45,executive/managerial,67301
4307,M,25,other,94122
4308,M,25,other,33702
4309,M,25,other,36301
4310,M,25,college/grad student,57006
4311,M,50,retired,68502
4312,M,25,tradesman/craftsman,78757
4313,F,25,executive/managerial,07067
4314,M,25,technician/engineer,79925
4315,M,18,college/grad student,44266
4316,M,25,doctor/health care,75080
4317,F,35,sales/marketing,60202
4318,M,25,customer service,02891
4319,M,35,executive/managerial,44125
4320,M,25,customer service,89114
4321,M,45,executive/managerial,80525
4322,F,50,doctor/health care,75605
4323,M,18,college/grad student,82072
4324,M,25,customer service,60010
4325,M,25,other,30082
4326,F,45,retired,94931
4327,M,35,technician/engineer,37221
4328,M,50,clerical/admin,75650
4329,F,25,sales/marketing,78232
4330,F,45,doctor/health care,85719
4331,M,35,doctor/health care,45011
4332,F,25,clerical/admin,60606
4333,M,50,artist,33134
4334,M,25,academic/educator,70458
4335,M,35,other,74011
4336,F,25,other,40241
4337,M,18,writer,76135
4338,F,18,customer service,46222
4339,M,25,artist,78748
4340,F,25,technician/engineer,76021
4341,M,35,technician/engineer,33433
4342,M,25,other,66614
4343,M,25,programmer,75007
4344,M,25,academic/educator,44240
4345,F,25,sales/marketing,44304
4346,M,18,technician/engineer,45701
4347,F,18,writer,77304
4348,M,45,other,30189
4349,M,18,artist,95843
4350,M,18,artist,29118
4351,M,25,programmer,37919
4352,M,18,college/grad student,11010
4353,M,25,executive/managerial,11215
4354,M,35,sales/marketing,78611
4355,M,50,sales/marketing,08028
4356,M,35,self-employed,85730
4357,F,35,homemaker,83616
4358,M,35,technician/engineer,04457
4359,M,18,college/grad student,33168
4360,F,25,homemaker,98001
4361,M,35,scientist,83616
4362,M,25,technician/engineer,85016
4363,M,35,sales/marketing,91602
4364,M,25,tradesman/craftsman,98001
4365,F,50,self-employed,46350
4366,M,18,scientist,02215
4367,M,35,other,52057
4368,M,18,technician/engineer,22043
4369,M,50,executive/managerial,30306
4370,M,25,self-employed,07701
4371,F,18,college/grad student,63109
4372,M,35,technician/engineer,75010
4373,M,50,programmer,32920
4374,M,18,college/grad student,43201
4375,F,25,customer service,40241
4376,F,25,customer service,27203
4377,M,25,other,32444
4378,M,18,technician/engineer,06040
4379,M,25,college/grad student,27278
4380,F,25,academic/educator,37153
4381,M,25,college/grad student,65804
4382,M,25,tradesman/craftsman,14620
4383,F,18,college/grad student,93940
4384,M,25,other,43623
4385,M,25,college/grad student,93940
4386,M,25,customer service,74055
4387,F,18,college/grad student,63109
4388,M,45,clerical/admin,75074
4389,M,25,college/grad student,48072
4390,M,25,other,11201
4391,F,18,college/grad student,43402
4392,M,18,college/grad student,43402
4393,M,18,college/grad student,43402
4394,M,25,college/grad student,43402
4395,M,50,doctor/health care,43402
4396,M,18,academic/educator,44221
4397,M,18,college/grad student,43402
4398,F,18,college/grad student,43612
4399,F,18,college/grad student,43403
4400,F,18,college/grad student,43402
4401,M,18,college/grad student,10027
4402,F,18,sales/marketing,43614
4403,M,25,scientist,90066
4404,M,25,academic/educator,57106
4405,M,25,sales/marketing,98103
4406,M,25,self-employed,80013
4407,M,18,college/grad student,02143
4408,F,45,artist,19033
4409,M,25,sales/marketing,65023
4410,M,18,unemployed,40475
4411,M,18,college/grad student,92122
4412,M,18,college/grad student,16802
4413,M,1,retired,37130
4414,M,25,college/grad student,40504
4415,M,18,other,02215
4416,M,18,college/grad student,02134
4417,M,25,scientist,02135
4418,F,50,other,02139
4419,F,45,programmer,15801
4420,M,25,scientist,92557
4421,M,45,other,90024
4422,M,25,customer service,10463
4423,M,18,college/grad student,52241
4424,M,25,executive/managerial,94109
4425,M,35,executive/managerial,98607
4426,M,45,technician/engineer,93401
4427,M,18,other,51104
4428,M,25,sales/marketing,46940
4429,M,25,customer service,85705
4430,F,25,other,94403
4431,M,1,sales/marketing,80401
4432,M,25,programmer,21045
4433,M,25,other,43081
4434,F,35,executive/managerial,60201
4435,M,25,executive/managerial,76904
4436,M,25,programmer,19067
4437,F,35,customer service,47129
4438,M,50,other,11947
4439,M,35,doctor/health care,37664
4440,M,35,academic/educator,81005
4441,M,18,college/grad student,98105
4442,M,50,scientist,94303
4443,M,56,artist,91321
4444,F,25,programmer,80126
4445,M,25,clerical/admin,19806
4446,M,18,tradesman/craftsman,60435
4447,M,45,customer service,32953
4448,M,25,sales/marketing,06880
4449,M,25,programmer,27513
4450,M,25,scientist,60611
4451,M,25,sales/marketing,30101
4452,F,25,executive/managerial,78666
4453,M,35,other,95667
4454,M,25,writer,111225
4455,M,35,executive/managerial,27511
4456,F,35,artist,49770
4457,M,35,sales/marketing,95492
4458,F,25,college/grad student,15701-2017
4459,M,25,academic/educator,28027
4460,M,25,sales/marketing,70005
4461,M,25,writer,81101
4462,F,25,other,60156
4463,M,50,executive/managerial,07405
4464,F,50,academic/educator,62052
4465,M,18,college/grad student,02148
4466,M,35,lawyer,10022
4467,F,50,doctor/health care,15333
4468,F,35,executive/managerial,75601
4469,F,45,programmer,92037
4470,M,35,programmer,15089
4471,M,25,doctor/health care,94108
4472,F,45,self-employed,14424
4473,M,35,academic/educator,94121
4474,M,35,executive/managerial,28805
4475,M,18,college/grad student,10020
4476,M,45,academic/educator,50588
4477,M,25,executive/managerial,98908
4478,M,1,programmer,02138
4479,M,50,retired,33015
4480,M,25,other,94403
4481,M,25,tradesman/craftsman,26104
4482,F,35,academic/educator,94044
4483,F,25,doctor/health care,72703
4484,F,25,technician/engineer,94613
4485,M,25,college/grad student,64112
4486,M,35,farmer,98674
4487,M,25,executive/managerial,01850
4488,M,35,executive/managerial,72703
4489,M,18,college/grad student,78613
4490,M,35,customer service,70123
4491,M,18,college/grad student,52405
4492,M,56,retired,45322-3132
4493,F,1,K-12 student,10025
4494,M,45,other,33460
4495,M,18,college/grad student,22906
4496,M,45,artist,06513
4497,M,50,other,29678
4498,M,50,executive/managerial,76054
4499,M,25,doctor/health care,62702
4500,M,50,executive/managerial,76054
4501,M,25,technician/engineer,94118
4502,M,50,other,01379
4503,M,56,academic/educator,85374
4504,F,25,other,65775
4505,M,50,executive/managerial,39648
4506,M,50,self-employed,29464
4507,M,18,college/grad student,61820
4508,M,25,writer,15701
4509,M,25,executive/managerial,38261
4510,M,45,executive/managerial,92503
4511,M,35,executive/managerial,62234
4512,M,25,academic/educator,16508
4513,M,56,other,61704
4514,M,18,clerical/admin,48604
4515,M,56,retired,29449
4516,M,18,college/grad student,53142
4517,F,18,academic/educator,48067
4518,M,25,other,80903
4519,M,50,executive/managerial,38135
4520,M,25,college/grad student,45810
4521,M,35,programmer,15202
4522,M,45,academic/educator,81004
4523,M,18,artist,55304
4524,M,25,artist,55113
4525,M,25,sales/marketing,10021
4526,M,25,writer,10012
4527,M,18,other,38111
4528,M,25,sales/marketing,27605
4529,M,35,doctor/health care,84102
4530,F,35,academic/educator,92103
4531,M,18,college/grad student,85701
4532,M,25,executive/managerial,10025
4533,M,25,programmer,53045
4534,M,18,college/grad student,72202
4535,M,18,unemployed,17517
4536,M,18,programmer,53715
4537,F,45,academic/educator,01379
4538,M,25,programmer,0956456
4539,M,35,unemployed,01054
4540,F,25,sales/marketing,94301
4541,M,1,K-12 student,55427
4542,M,35,other,94610
4543,M,25,artist,11105
4544,M,56,academic/educator,53705
4545,M,25,self-employed,47274
4546,M,25,executive/managerial,49686
4547,M,18,programmer,02115
4548,M,18,artist,27514
4549,F,1,K-12 student,99016
4550,M,18,self-employed,24541
4551,M,18,programmer,60622
4552,M,25,other,22306
4553,F,35,self-employed,48237
4554,F,25,homemaker,48306
4555,F,18,homemaker,73008
4556,M,45,self-employed,55011
4557,M,25,sales/marketing,02134
4558,M,35,sales/marketing,48217
4559,M,25,executive/managerial,05346
4560,M,25,other,69301
4561,F,25,homemaker,84037
4562,M,35,K-12 student,94133
4563,F,25,doctor/health care,22903
4564,M,35,programmer,19107
4565,M,35,sales/marketing,94085
4566,M,35,technician/engineer,19473
4567,M,18,college/grad student,98105
4568,F,25,college/grad student,90034
4569,M,25,other,21532
4570,M,45,technician/engineer,60185
4571,M,35,executive/managerial,21013
4572,F,1,K-12 student,17036
4573,M,50,self-employed,11963
4574,M,25,college/grad student,60614
4575,F,1,K-12 student,03608
4576,F,25,executive/managerial,48237
4577,M,35,executive/managerial,48306
4578,M,25,other,02134
4579,F,18,college/grad student,63332
4580,F,56,retired,97113
4581,M,25,academic/educator,19103
4582,F,25,other,55408
4583,M,50,academic/educator,48371
4584,F,45,other,11372
4585,M,35,executive/managerial,30324
4586,M,25,college/grad student,01604
4587,M,35,sales/marketing,07920
4588,F,25,college/grad student,48042
4589,M,25,technician/engineer,02139
4590,F,18,writer,55104
4591,M,25,scientist,02143
4592,M,18,college/grad student,66044
4593,F,45,academic/educator,43202
4594,M,35,self-employed,55303
4595,M,25,tradesman/craftsman,97034
4596,F,18,college/grad student,94611
4597,F,25,college/grad student,22207
4598,F,35,clerical/admin,48237
4599,F,35,other,04287
4600,M,25,other,46240
4601,M,35,sales/marketing,55415
4602,M,35,executive/managerial,10021
4603,F,35,artist,33619
4604,M,25,scientist,10461
4605,M,25,scientist,92656
4606,F,1,K-12 student,90291
4607,M,25,other,27403
4608,F,25,other,02144
4609,F,25,college/grad student,53951
4610,F,25,college/grad student,53951
4611,F,18,college/grad student,78705
4612,F,18,college/grad student,94702
4613,M,25,programmer,41042
4614,F,45,academic/educator,10469
4615,M,25,technician/engineer,61615
4616,M,25,writer,11717
4617,F,25,doctor/health care,55433
4618,M,25,sales/marketing,97202
4619,F,25,academic/educator,97225
4620,F,18,technician/engineer,94606
4621,M,25,college/grad student,94305
4622,M,25,programmer,55433
4623,M,25,self-employed,22207
4624,M,25,programmer,84062
4625,M,25,executive/managerial,92691
4626,M,25,sales/marketing,97219
4627,M,56,academic/educator,45224
4628,F,56,doctor/health care,23225
4629,F,18,college/grad student,94309
4630,F,25,college/grad student,94610
4631,M,18,college/grad student,94111
4632,M,25,other,98040
4633,M,1,other,48302
4634,M,50,writer,98119
4635,M,18,college/grad student,94703
4636,M,18,artist,10010
4637,F,35,homemaker,48302
4638,M,25,college/grad student,55417
4639,M,35,lawyer,20895
4640,M,25,college/grad student,55417
4641,M,25,executive/managerial,20016
4642,M,25,other,44691
4643,M,25,other,98115
4644,M,50,academic/educator,19481
4645,F,50,doctor/health care,48094
4646,F,25,doctor/health care,90405
4647,M,35,writer,80222
4648,M,18,college/grad student,73071
4649,M,56,retired,10025
4650,M,25,executive/managerial,30041
4651,F,45,other,10036
4652,F,25,executive/managerial,94115
4653,M,35,programmer,95051
4654,M,35,writer,94574
4655,F,25,academic/educator,92037
4656,M,25,technician/engineer,94041
4657,M,45,sales/marketing,55416
4658,M,25,college/grad student,99163
4659,F,25,sales/marketing,37076
4660,F,18,college/grad student,06074
4661,M,45,scientist,85255
4662,F,18,college/grad student,84109
4663,M,25,college/grad student,92037
4664,F,45,executive/managerial,77006
4665,M,35,artist,03431
4666,M,35,academic/educator,53704
4667,M,25,sales/marketing,94117
4668,M,35,sales/marketing,74012
4669,M,35,executive/managerial,19004
4670,M,35,customer service,91343
4671,M,25,programmer,94043
4672,M,56,retired,94306
4673,M,35,self-employed,94705
4674,F,35,executive/managerial,08318
4675,F,18,college/grad student,27514
4676,M,45,sales/marketing,46038
4677,M,50,doctor/health care,05055
4678,M,35,artist,90292
4679,M,56,retired,76051
4680,M,35,other,04473
4681,F,35,scientist,06119
4682,M,25,executive/managerial,05346
4683,M,25,other,22101
4684,F,25,other,04473
4685,M,35,academic/educator,55454
4686,M,18,academic/educator,50201
4687,M,35,sales/marketing,01746
4688,M,25,homemaker,44310
4689,M,18,programmer,02215
4690,F,1,K-12 student,79605
4691,F,45,technician/engineer,55419
4692,F,25,executive/managerial,78703
4693,M,18,academic/educator,60626
4694,M,56,executive/managerial,40505
4695,M,18,tradesman/craftsman,56002
4696,M,18,programmer,10027
4697,M,18,K-12 student,79605
4698,F,25,doctor/health care,55417
4699,F,18,other,91765
4700,F,18,college/grad student,48109
4701,M,45,technician/engineer,18036
4702,M,25,lawyer,13031
4703,M,25,executive/managerial,02035
4704,M,18,writer,02601
4705,F,18,other,75115
4706,M,25,sales/marketing,68502
4707,M,1,other,92804
4708,M,25,other,60647
4709,M,45,other,06804
4710,F,35,self-employed,24450
4711,M,25,technician/engineer,32250
4712,M,35,technician/engineer,03824
4713,M,25,technician/engineer,90245
4714,M,50,academic/educator,55405
4715,M,25,artist,97205
4716,F,25,self-employed,02465
4717,M,45,technician/engineer,48310
4718,M,35,executive/managerial,03885
4719,F,35,homemaker,02816
4720,M,25,artist,90035
4721,M,35,lawyer,95405
4722,M,35,programmer,55122
4723,M,35,executive/managerial,90014-1718
4724,F,56,doctor/health care,01852
4725,M,35,customer service,96707-1321
4726,F,35,self-employed,95828
4727,F,56,other,98801
4728,M,25,unemployed,31401
4729,M,50,self-employed,55347
4730,M,50,lawyer,04102
4731,M,25,technician/engineer,98033
4732,M,25,sales/marketing,24450
4733,M,18,tradesman/craftsman,52301
4734,M,50,academic/educator,93105
4735,M,45,clerical/admin,50312
4736,M,18,writer,91505
4737,M,35,self-employed,19003
4738,M,56,academic/educator,23608
4739,M,25,clerical/admin,32580
4740,F,25,clerical/admin,38134
4741,M,35,executive/managerial,15203
4742,M,25,clerical/admin,94118
4743,M,56,retired,63122
4744,M,50,scientist,12740
4745,F,18,college/grad student,06268
4746,M,50,academic/educator,19087-3622
4747,M,18,college/grad student,26201
4748,M,45,self-employed,60302
4749,M,45,other,23462
4750,F,25,other,91107
4751,M,50,scientist,02474
4752,F,18,college/grad student,94121
4753,M,56,academic/educator,03825
4754,F,18,other,91107
4755,F,56,executive/managerial,93060
4756,M,56,self-employed,55901
4757,M,35,technician/engineer,23451
4758,F,56,retired,03261
4759,F,50,other,04259
4760,M,35,technician/engineer,06110
4761,M,18,scientist,21042
4762,F,25,sales/marketing,94110
4763,M,56,lawyer,04259
4764,M,1,K-12 student,03608
4765,F,35,self-employed,03301
4766,M,35,self-employed,10014
4767,F,35,homemaker,03769
4768,M,25,college/grad student,22030
4769,M,25,academic/educator,02571
4770,F,35,executive/managerial,10012
4771,F,25,college/grad student,04101
4772,M,56,technician/engineer,03801
4773,M,45,academic/educator,22314
4774,M,45,sales/marketing,07458
4775,M,25,technician/engineer,23462
4776,F,25,clerical/admin,46227
4777,M,25,artist,46142
4778,M,25,other,46227
4779,M,45,clerical/admin,04011
4780,M,25,programmer,94114
4781,F,50,doctor/health care,04086
4782,M,45,academic/educator,78212
4783,M,25,other,60618
4784,F,35,doctor/health care,48105
4785,F,25,sales/marketing,55104
4786,M,45,doctor/health care,22630
4787,M,1,lawyer,94610
4788,M,35,executive/managerial,85331
4789,M,35,artist,55104
4790,F,25,artist,94133
4791,M,18,college/grad student,55116
4792,F,50,executive/managerial,94123
4793,F,25,doctor/health care,48108
4794,F,35,other,46142
4795,M,45,self-employed,10962
4796,M,35,executive/managerial,98103
4797,F,35,technician/engineer,84067
4798,M,25,academic/educator,19335
4799,F,18,college/grad student,02809
4800,M,18,college/grad student,80521
4801,M,25,college/grad student,30349
4802,M,56,academic/educator,40601
4803,F,25,self-employed,45750
4804,F,35,academic/educator,44107
4805,M,35,academic/educator,45750
4806,M,25,technician/engineer,90031
4807,M,1,artist,04101
4808,M,35,other,96707-1321
4809,F,50,college/grad student,20902
4810,M,18,programmer,80526
4811,M,35,academic/educator,01773
4812,M,18,sales/marketing,25301
4813,F,35,homemaker,46077
4814,M,18,sales/marketing,80526
4815,F,50,tradesman/craftsman,04849
4816,F,45,doctor/health care,04240
4817,M,25,academic/educator,20912
4818,F,25,technician/engineer,91007
4819,M,35,tradesman/craftsman,17350
4820,M,50,lawyer,04210
4821,M,18,unemployed,75080
4822,F,35,other,01545
4823,M,18,college/grad student,46219
4824,M,25,executive/managerial,55411
4825,M,25,technician/engineer,94602
4826,M,45,programmer,55436
4827,M,35,other,13045
4828,F,18,writer,60194
4829,M,25,other,20008
4830,M,1,K-12 student,55317
4831,F,25,academic/educator,04210
4832,M,25,sales/marketing,17857
4833,M,35,self-employed,81321
4834,F,45,homemaker,03862
4835,M,25,writer,14450
4836,F,45,self-employed,04074
4837,M,25,customer service,46254
4838,M,45,academic/educator,48309
4839,F,50,doctor/health care,95014
4840,F,45,doctor/health care,63135
4841,M,25,programmer,94114
4842,F,35,academic/educator,23062
4843,M,56,academic/educator,04032
4844,M,45,executive/managerial,03840
4845,F,25,academic/educator,55413
4846,F,25,artist,90066
4847,M,25,programmer,94131
4848,F,35,doctor/health care,54971
4849,F,18,college/grad student,44515
4850,F,45,clerical/admin,44555
4851,M,18,technician/engineer,44406
4852,M,35,other,42025
4853,M,25,executive/managerial,55346
4854,F,50,retired,03851
4855,M,25,programmer,90034
4856,M,25,executive/managerial,94110
4857,M,25,sales/marketing,23434
4858,M,25,academic/educator,04086
4859,F,18,sales/marketing,50401
4860,M,25,artist,60640
4861,M,25,college/grad student,04309
